,filename,wavfile,modality,modality_number,modality_code,subject,session,start,end,duration,emotion,valence_raw,activation_raw,dominance_raw,emotion_pair,valence,arousal,annotations_selfreport,annotations,annotations_proportion,sad_times,sad_dur,words_data,syl_avg_dur,syl_avg_rate,syl_times,annotations_entropy,annotations_entropy_self_report,annotations_full_agreement,sentences
Ses01M_impro02_M023,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M023.wav,Ses01M_impro02_M023.wav,impro,2,impro02,Ses01M,1,0,5.31,5.31,sadness,1.5,2.5,3.5,"-,-",",",-,"['frustration', 'sadness']","[['sadness'], ['sadness'], ['neutral']]","{'neutral': 0.3333333333333333, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.6666666666666666, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.36, 0.42), (1.13, 1.24), (1.25, 1.39), (1.4, 1.53), (1.54, 1.59), (1.6, 2.1), (2.42, 2.44), (2.45, 2.71), (3.39, 3.5), (3.51, 3.62), (3.66, 4.12)]",195,"[[0.36, 0.42, 'I'], [1.13, 1.24, 'REALLY'], [1.25, 1.39, ""DON'T""], [1.4, 1.53, 'WANT'], [1.54, 1.59, 'TO'], [1.6, 2.1, 'GO'], [2.42, 2.44, 'I'], [2.45, 2.71, ""DON'T""], [3.39, 3.5, 'WANT'], [3.51, 3.62, 'TO'], [3.66, 4.12, 'GO']]",0.16166666666666668,6.185567010309278,"[(0.36, 0.42), (1.13, 1.18), (1.19, 1.24), (1.25, 1.39), (1.4, 1.53), (1.54, 1.59), (1.6, 2.1), (2.42, 2.44), (2.45, 2.71), (3.39, 3.5), (3.51, 3.62), (3.66, 4.12)]",0.6365141682948128,0.6365141682948128,False,I REALLY DON'T WANT TO GO I DON'T WANT TO GO
Ses01M_impro02_M024,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M024.wav,Ses01M_impro02_M024.wav,impro,2,impro02,Ses01M,1,0,2.73,2.73,unassigned,1.5,2.5,1.5,"-,-",",",-,"['fear', 'sadness']","[['sadness'], ['fear'], ['sadness', 'fear']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.5, 'excited': 0.0, 'sadness': 0.5, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(1.04, 1.11), (1.12, 1.59)]",54,"[[1.04, 1.11, ""I'M""], [1.12, 1.59, 'SCARED']]",0.27,3.7037037037037033,"[(1.04, 1.11), (1.12, 1.59)]",1.0986122886681096,1.0986122886681096,False,I'M SCARED
Ses01M_impro02_M025,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M025.wav,Ses01M_impro02_M025.wav,impro,2,impro02,Ses01M,1,0,2.4499375,2.4499375,sadness,3.0,2.5,3.5,"-,-",",",-,['sadness'],"[['sadness'], ['sadness'], ['neutral']]","{'neutral': 0.3333333333333333, 'anger': 0.0, 'fear': 0.0, 'excited': 0.0, 'sadness': 0.6666666666666666, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.9, 0.93), (0.97, 1.21), (1.25, 1.49)]",51,"[[0.9, 0.93, 'I'], [0.97, 1.21, 'LOVE'], [1.25, 1.49, 'YOU']]",0.17,5.88235294117647,"[(0.9, 0.93), (0.97, 1.21), (1.25, 1.49)]",0.6365141682948128,0.6365141682948128,False,I LOVE YOU
Ses01M_impro03_F000,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F000.wav,Ses01M_impro03_F000.wav,impro,3,impro03,Ses01M,1,0,1.8299375,1.8299375,unassigned,3.5,3.0,2.5,"-,+",",",-,['happiness'],"[['excited'], ['happiness'], ['neutral']]","{'neutral': 0.3333333333333333, 'anger': 0.0, 'fear': 0.0, 'excited': 0.3333333333333333, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.3333333333333333, 'disgusted': 0.0}","[(0.39, 0.64)]",25,"[[0.39, 0.64, 'WHAT']]",0.25,4.0,"[(0.39, 0.64)]",1.0986122886681096,1.0986122886681096,False,WHAT
Ses01M_impro03_F001,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F001.wav,Ses01M_impro03_F001.wav,impro,3,impro03,Ses01M,1,0,1.2899375,1.2899375,surprise,4.0,3.5,3.0,"+,+",",",+,"['excited', 'surprise', 'happiness']","[['excited'], ['surprise'], ['surprise']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.3333333333333333, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.6666666666666666, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.93, 0.97)]",4,"[[0.93, 0.97, '++BREATHING++']]",,,[],0.6365141682948128,0.6365141682948128,False,++BREATHING++
Ses01M_impro03_F002,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F002.wav,Ses01M_impro03_F002.wav,impro,3,impro03,Ses01M,1,0,1.37675,1.37675,excited,2.5,3.0,3.0,"-,-",",",-,"['surprise', 'happiness']","[['excited'], ['surprise'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.6666666666666666, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.3333333333333333, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(1.22, 1.32)]",10,"[[1.22, 1.32, 'WHY']]",0.1,10.0,"[(1.22, 1.32)]",0.6365141682948128,0.6365141682948128,False,WHY
Ses01M_impro03_F003,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F003.wav,Ses01M_impro03_F003.wav,impro,3,impro03,Ses01M,1,0,1.5525,1.5525,excited,3.5,3.0,3.0,"-,+",",",-,"['excited', 'surprise']","[['excited'], ['surprise'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.6666666666666666, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.3333333333333333, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.06, 0.21), (0.4, 0.59), (0.6, 0.68), (0.69, 0.74), (0.75, 1.09)]",81,"[[0.06, 0.21, 'IS'], [0.4, 0.59, 'SHE'], [0.6, 0.68, 'ON'], [0.69, 0.74, 'THE'], [0.75, 1.09, 'RUN']]",0.162,6.172839506172839,"[(0.06, 0.21), (0.4, 0.59), (0.6, 0.68), (0.69, 0.74), (0.75, 1.09)]",0.6365141682948128,0.6365141682948128,False,IS SHE ON THE RUN
Ses01M_impro03_F004,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F004.wav,Ses01M_impro03_F004.wav,impro,3,impro03,Ses01M,1,0,2.5975,2.5975,excited,4.0,3.5,3.5,"+,+",",",+,['happiness'],"[['excited'], ['surprise'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.6666666666666666, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.3333333333333333, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.37, 0.64), (0.76, 0.95), (0.96, 1.14), (1.15, 1.3), (1.34, 1.39), (1.4, 1.55), (1.7, 1.85)]",114,"[[0.37, 0.64, 'OH'], [0.76, 0.95, 'SHE'], [0.96, 1.14, 'JUST'], [1.15, 1.3, 'NEEDS'], [1.34, 1.39, 'TO'], [1.4, 1.55, 'MARRY'], [1.7, 1.85, 'YOU']]",0.14125,7.079646017699115,"[(0.37, 0.64), (0.76, 0.95), (0.96, 1.14), (1.15, 1.3), (1.34, 1.39), (1.4, 1.49), (1.5, 1.55), (1.7, 1.85)]",0.6365141682948128,0.6365141682948128,False,OH SHE JUST NEEDS TO MARRY YOU
Ses01M_impro03_F005,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F005.wav,Ses01M_impro03_F005.wav,impro,3,impro03,Ses01M,1,0,7.2099375,7.2099375,excited,4.5,4.5,4.0,"+,+",",",+,"['excited', 'happiness']","[['excited'], ['excited', 'surprise'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.75, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.25, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.37, 0.64), (0.65, 1.55), (2.01, 2.56), (2.57, 3.64), (3.65, 3.78), (4.06, 4.08), (4.6, 4.73), (4.86, 5.06), (5.07, 5.13), (5.14, 5.24), (5.25, 5.36), (5.37, 5.39), (5.4, 5.62), (5.63, 6.31)]",446,"[[0.37, 0.64, ""THAT'S""], [0.65, 1.55, 'INCREDIBLE'], [2.01, 2.56, ""THAT'S""], [2.57, 3.64, 'AWESOME'], [3.65, 3.78, ""WHERE'S""], [4.06, 4.08, 'SHE'], [4.6, 4.73, 'FROM'], [4.86, 5.06, 'MAYBE'], [5.07, 5.13, 'YOU'], [5.14, 5.24, 'CAN'], [5.25, 5.36, 'GET'], [5.37, 5.39, 'A'], [5.4, 5.62, 'DUAL'], [5.63, 6.31, 'CITIZENSHIP']]",0.19772727272727272,5.057471264367816,"[(0.37, 0.64), (0.65, 0.76), (0.77, 1.09), (1.1, 1.19), (1.2, 1.55), (2.01, 2.56), (2.57, 3.41), (3.42, 3.64), (3.65, 3.78), (4.6, 4.73), (4.86, 4.97), (4.98, 5.06), (5.07, 5.13), (5.14, 5.24), (5.25, 5.36), (5.37, 5.39), (5.4, 5.5), (5.51, 5.62), (5.63, 5.75), (5.76, 5.86), (5.87, 6.09), (6.1, 6.31)]",0.6365141682948128,0.6365141682948128,False,THAT'S INCREDIBLE THAT'S AWESOME WHERE'S SHE FROM MAYBE YOU CAN GET A DUAL CITIZENSHIP
Ses01M_impro03_F006,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F006.wav,Ses01M_impro03_F006.wav,impro,3,impro03,Ses01M,1,0,3.735,3.735,excited,4.0,4.5,4.5,"+,+",",",+,"['excited', 'surprise', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.73, 0.97), (1.01, 1.21), (2.04, 2.18), (2.88, 3.09), (3.1, 3.35)]",104,"[[0.73, 0.97, ""THAT'S""], [1.01, 1.21, 'SO'], [2.04, 2.18, 'COOL'], [2.88, 3.09, 'UH'], [3.1, 3.35, 'HUH']]",0.20800000000000002,4.8076923076923075,"[(0.73, 0.97), (1.01, 1.21), (2.04, 2.18), (2.88, 3.09), (3.1, 3.35)]",0.0,0.0,True,THAT'S SO COOL UH HUH
Ses01M_impro03_F007,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F007.wav,Ses01M_impro03_F007.wav,impro,3,impro03,Ses01M,1,0,4.33,4.33,excited,5.0,4.0,4.5,"+,+",",",+,"['excited', 'surprise', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.38, 3.24), (3.25, 3.31), (3.32, 3.4), (3.41, 3.43), (3.66, 3.77), (3.78, 3.84), (3.85, 3.92), (3.93, 4.0), (4.05, 4.1)]",338,"[[0.38, 3.24, '++LAUGHTER++'], [3.25, 3.31, 'WHY'], [3.32, 3.4, 'DID'], [3.41, 3.43, 'SHE'], [3.66, 3.77, 'PICK'], [3.78, 3.84, 'YOU'], [3.85, 3.92, 'WHERE'], [3.93, 4.0, 'WERE'], [4.05, 4.1, 'YOU']]",0.07142857142857144,13.999999999999998,"[(3.25, 3.31), (3.32, 3.4), (3.66, 3.77), (3.78, 3.84), (3.85, 3.92), (3.93, 4.0), (4.05, 4.1)]",0.0,0.0,True,++LAUGHTER++ WHY DID SHE PICK YOU WHERE WERE YOU
Ses01M_impro03_F008,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F008.wav,Ses01M_impro03_F008.wav,impro,3,impro03,Ses01M,1,0,7.2,7.2,excited,4.0,3.5,4.0,"+,+",",",+,"['excited', 'surprise', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.31, 0.48), (0.49, 0.54), (0.55, 0.6), (0.61, 0.63), (0.67, 0.92), (2.48, 2.59), (2.6, 2.75), (2.76, 2.9), (3.12, 3.36), (4.85, 4.97), (5.03, 5.21), (5.22, 5.83), (5.84, 5.92), (6.1, 6.44)]",251,"[[0.31, 0.48, 'YOU'], [0.49, 0.54, 'WERE'], [0.55, 0.6, 'AT'], [0.61, 0.63, 'A'], [0.67, 0.92, 'PARTY'], [2.48, 2.59, 'AND'], [2.6, 2.75, ""SHE'S""], [2.76, 2.9, 'LIKE'], [3.12, 3.36, 'HEY'], [4.85, 4.97, 'YOU'], [5.03, 5.21, 'SEEM'], [5.22, 5.83, 'UNATTACHED'], [5.84, 5.92, ""SHE'S""], [6.1, 6.44, 'LIKE']]",0.14588235294117646,6.85483870967742,"[(0.31, 0.48), (0.49, 0.54), (0.55, 0.6), (0.61, 0.63), (0.67, 0.85), (0.86, 0.92), (2.48, 2.59), (2.6, 2.75), (2.76, 2.9), (3.12, 3.36), (4.85, 4.97), (5.03, 5.21), (5.22, 5.27), (5.28, 5.37), (5.38, 5.83), (5.84, 5.92), (6.1, 6.44)]",0.0,0.0,True,YOU WERE AT A PARTY AND SHE'S LIKE HEY YOU SEEM UNATTACHED SHE'S LIKE
Ses01M_impro03_F009,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F009.wav,Ses01M_impro03_F009.wav,impro,3,impro03,Ses01M,1,0,3.7774375,3.7774375,excited,4.0,3.5,3.0,"+,+",",",+,['happiness'],"[['excited'], ['surprise'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 0.6666666666666666, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.3333333333333333, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.38, 0.76), (0.83, 1.56), (2.53, 2.99)]",157,"[[0.38, 0.76, ""THAT'S""], [0.83, 1.56, 'UNBELIEVABLE'], [2.53, 2.99, 'YEAH']]",0.21857142857142858,4.57516339869281,"[(0.38, 0.76), (0.83, 1.04), (1.05, 1.1), (1.11, 1.31), (1.32, 1.43), (1.44, 1.56), (2.53, 2.99)]",0.6365141682948128,0.6365141682948128,False,THAT'S UNBELIEVABLE YEAH
Ses01M_impro03_F010,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F010.wav,Ses01M_impro03_F010.wav,impro,3,impro03,Ses01M,1,0,11.0575,11.0575,excited,3.5,4.5,4.0,"+,+",",",+,"['excited', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.38, 0.51), (0.61, 0.66), (1.64, 1.75), (1.76, 1.91), (1.92, 1.97), (1.98, 2.07), (2.08, 2.22), (2.23, 2.33), (2.37, 2.77), (3.43, 3.73), (3.96, 4.09), (4.1, 4.36), (4.37, 4.59), (4.84, 5.13), (5.84, 6.06), (6.07, 6.37), (6.38, 6.54), (6.55, 6.6), (6.61, 6.75), (6.76, 6.91), (6.92, 6.99), (7.0, 7.32), (7.33, 7.85), (7.86, 8.3), (8.43, 8.54), (8.55, 8.63), (8.64, 8.77), (8.83, 9.14), (9.15, 9.35), (9.36, 9.94), (10.09, 10.24), (10.25, 10.4)]",650,"[[0.38, 0.51, 'WELL'], [0.61, 0.66, ""I'VE""], [1.64, 1.75, 'KNOWN'], [1.76, 1.91, 'PEOPLE'], [1.92, 1.97, 'WHO'], [1.98, 2.07, 'HAVE'], [2.08, 2.22, 'DONE'], [2.23, 2.33, 'THIS'], [2.37, 2.77, 'BEFORE'], [3.43, 3.73, 'YEAH'], [3.96, 4.09, 'YOU'], [4.1, 4.36, 'JUST'], [4.37, 4.59, ""IT'S""], [4.84, 5.13, 'REALLY'], [5.84, 6.06, 'FUN'], [6.07, 6.37, 'ACTUALLY'], [6.38, 6.54, ""'CAUSE""], [6.55, 6.6, 'YOU'], [6.61, 6.75, 'HAVE'], [6.76, 6.91, 'LIKE'], [6.92, 6.99, 'A'], [7.0, 7.32, 'FAKE'], [7.33, 7.85, 'ENGAGEMENT'], [7.86, 8.3, 'PARTY'], [8.43, 8.54, 'AND'], [8.55, 8.63, 'ALL'], [8.64, 8.77, 'YOUR'], [8.83, 9.14, 'FRIENDS'], [9.15, 9.35, 'COME'], [9.36, 9.94, 'OVER'], [10.09, 10.24, 'AND'], [10.25, 10.4, 'LIKE']]",0.1605,6.230529595015576,"[(0.38, 0.51), (0.61, 0.66), (1.64, 1.75), (1.76, 1.82), (1.83, 1.91), (1.92, 1.97), (1.98, 2.07), (2.08, 2.22), (2.23, 2.33), (2.37, 2.44), (2.45, 2.77), (3.43, 3.73), (3.96, 4.09), (4.1, 4.36), (4.37, 4.59), (4.84, 4.98), (4.99, 5.13), (5.84, 6.06), (6.07, 6.19), (6.2, 6.37), (6.38, 6.54), (6.55, 6.6), (6.61, 6.75), (6.76, 6.91), (6.92, 6.99), (7.0, 7.32), (7.33, 7.41), (7.42, 7.69), (7.7, 7.85), (7.86, 8.04), (8.05, 8.3), (8.43, 8.54), (8.55, 8.63), (8.64, 8.77), (8.83, 9.14), (9.15, 9.35), (9.36, 9.49), (9.5, 9.94), (10.09, 10.24), (10.25, 10.4)]",0.0,0.0,True,WELL I'VE KNOWN PEOPLE WHO HAVE DONE THIS BEFORE YEAH YOU JUST IT'S REALLY FUN ACTUALLY 'CAUSE YOU HAVE LIKE A FAKE ENGAGEMENT PARTY AND ALL YOUR FRIENDS COME OVER AND LIKE
Ses01M_impro03_F011,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F011.wav,Ses01M_impro03_F011.wav,impro,3,impro03,Ses01M,1,0,8.4124375,8.4124375,excited,4.5,3.5,4.0,"+,+",",",+,"['excited', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.38, 0.94), (1.26, 1.88), (2.5, 2.65), (2.66, 2.87), (2.91, 3.21), (3.39, 3.52), (3.53, 3.82), (3.86, 4.01), (4.02, 4.23), (4.24, 4.44), (4.73, 5.03), (5.04, 5.26), (5.32, 5.58), (5.68, 5.76), (5.77, 5.92), (5.98, 6.08), (6.22, 6.51), (6.69, 6.98), (7.09, 7.37), (7.38, 7.52), (7.53, 7.64), (7.65, 7.69), (7.7, 7.89), (7.9, 7.98), (7.99, 8.36)]",572,"[[0.38, 0.94, 'YEAH'], [1.26, 1.88, 'YEAH'], [2.5, 2.65, 'AND'], [2.66, 2.87, 'THEN'], [2.91, 3.21, 'YEAH'], [3.39, 3.52, 'AND'], [3.53, 3.82, 'THEN'], [3.86, 4.01, 'YOU'], [4.02, 4.23, 'KNOW'], [4.24, 4.44, 'LIKE'], [4.73, 5.03, 'YOU'], [5.04, 5.26, 'COULD'], [5.32, 5.58, 'LIKE'], [5.68, 5.76, 'YOU'], [5.77, 5.92, 'COULD'], [5.98, 6.08, 'DO'], [6.22, 6.51, 'LIKE'], [6.69, 6.98, 'LIKE'], [7.09, 7.37, 'SOCK'], [7.38, 7.52, 'HER'], [7.53, 7.64, 'FOR'], [7.65, 7.69, 'A'], [7.7, 7.89, 'LOT'], [7.9, 7.98, 'OF'], [7.99, 8.36, 'MONEY']]",0.2196153846153846,4.553415061295972,"[(0.38, 0.94), (1.26, 1.88), (2.5, 2.65), (2.66, 2.87), (2.91, 3.21), (3.39, 3.52), (3.53, 3.82), (3.86, 4.01), (4.02, 4.23), (4.24, 4.44), (4.73, 5.03), (5.04, 5.26), (5.32, 5.58), (5.68, 5.76), (5.77, 5.92), (5.98, 6.08), (6.22, 6.51), (6.69, 6.98), (7.09, 7.37), (7.38, 7.52), (7.53, 7.64), (7.65, 7.69), (7.7, 7.89), (7.9, 7.98), (7.99, 8.13), (8.14, 8.36)]",0.0,0.0,True,YEAH YEAH AND THEN YEAH AND THEN YOU KNOW LIKE YOU COULD LIKE YOU COULD DO LIKE LIKE SOCK HER FOR A LOT OF MONEY
Ses01M_impro03_F012,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F012.wav,Ses01M_impro03_F012.wav,impro,3,impro03,Ses01M,1,0,7.5199375,7.5199375,excited,4.0,3.5,4.0,"+,+",",",+,[],"[['excited'], ['excited'], ['neutral']]","{'neutral': 0.3333333333333333, 'anger': 0.0, 'fear': 0.0, 'excited': 0.6666666666666666, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.36, 0.53), (0.54, 0.82), (0.83, 0.97), (1.01, 1.25), (1.26, 1.34), (1.35, 1.77), (1.78, 1.94), (1.95, 2.04), (2.05, 2.19), (2.2, 2.34), (2.35, 2.41), (2.42, 2.57), (2.58, 2.95), (2.96, 3.08), (3.48, 3.58), (3.59, 3.9), (4.37, 4.49), (4.5, 4.66), (4.67, 4.81), (4.82, 4.96), (4.97, 5.11), (5.12, 5.3), (5.31, 5.38), (5.39, 5.49), (5.5, 5.63), (5.64, 5.8), (5.84, 5.89), (5.9, 6.14), (6.15, 6.33), (6.34, 6.37), (6.38, 6.58), (6.59, 6.65), (6.66, 6.95)]",536,"[[0.36, 0.53, 'LIKE'], [0.54, 0.82, 'MAKE'], [0.83, 0.97, 'HER'], [1.01, 1.25, 'RENT'], [1.26, 1.34, 'THE'], [1.35, 1.77, 'APARTMENT'], [1.78, 1.94, 'THAT'], [1.95, 2.04, 'YOU'], [2.05, 2.19, 'TWO'], [2.2, 2.34, 'HAVE'], [2.35, 2.41, 'TO'], [2.42, 2.57, 'LIVE'], [2.58, 2.95, 'TOGETHER'], [2.96, 3.08, 'IN'], [3.48, 3.58, 'YOU'], [3.59, 3.9, 'KNOW'], [4.37, 4.49, 'AND'], [4.5, 4.66, 'YOU'], [4.67, 4.81, ""WON'T""], [4.82, 4.96, 'PAY'], [4.97, 5.11, 'ANY'], [5.12, 5.3, 'RENT'], [5.31, 5.38, 'OR'], [5.39, 5.49, 'YOU'], [5.5, 5.63, 'PAY'], [5.64, 5.8, 'LIKE'], [5.84, 5.89, 'A'], [5.9, 6.14, 'HUNDRED'], [6.15, 6.33, 'BUCKS'], [6.34, 6.37, 'A'], [6.38, 6.58, 'MONTH'], [6.59, 6.65, 'OR'], [6.66, 6.95, 'SOMETHING']]",0.13225,7.561436672967863,"[(0.36, 0.53), (0.54, 0.82), (0.83, 0.97), (1.01, 1.25), (1.26, 1.34), (1.35, 1.39), (1.4, 1.63), (1.64, 1.77), (1.78, 1.94), (1.95, 2.04), (2.05, 2.19), (2.2, 2.34), (2.35, 2.41), (2.42, 2.57), (2.58, 2.64), (2.65, 2.77), (2.78, 2.95), (2.96, 3.08), (3.48, 3.58), (3.59, 3.9), (4.37, 4.49), (4.5, 4.66), (4.67, 4.81), (4.82, 4.96), (4.97, 4.99), (5.0, 5.11), (5.12, 5.3), (5.31, 5.38), (5.39, 5.49), (5.5, 5.63), (5.64, 5.8), (5.84, 5.89), (5.9, 5.98), (5.99, 6.14), (6.15, 6.33), (6.34, 6.37), (6.38, 6.58), (6.59, 6.65), (6.66, 6.78), (6.79, 6.95)]",0.6365141682948128,0.6365141682948128,False,LIKE MAKE HER RENT THE APARTMENT THAT YOU TWO HAVE TO LIVE TOGETHER IN YOU KNOW AND YOU WON'T PAY ANY RENT OR YOU PAY LIKE A HUNDRED BUCKS A MONTH OR SOMETHING
Ses01M_impro03_F013,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F013.wav,Ses01M_impro03_F013.wav,impro,3,impro03,Ses01M,1,0,1.73,1.73,excited,4.5,3.5,4.0,"+,+",",",+,"['excited', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.86, 1.24)]",38,"[[0.86, 1.24, 'YEAH']]",0.38,2.6315789473684212,"[(0.86, 1.24)]",0.0,0.0,True,YEAH
Ses01M_impro03_F014,/Users/agnieszkalenart/Documents/mannheim/master_thesis/IEMOCAP/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F014.wav,Ses01M_impro03_F014.wav,impro,3,impro03,Ses01M,1,0,3.2599375,3.2599375,excited,4.5,4.0,4.0,"+,+",",",+,"['excited', 'happiness']","[['excited'], ['excited'], ['excited']]","{'neutral': 0.0, 'anger': 0.0, 'fear': 0.0, 'excited': 1.0, 'sadness': 0.0, 'frustration': 0.0, 'surprise': 0.0, 'other': 0.0, 'happiness': 0.0, 'disgusted': 0.0}","[(0.79, 1.23), (1.24, 1.63), (1.64, 1.78), (2.01, 2.42)]",138,"[[0.79, 1.23, 'DUDE'], [1.24, 1.63, 'YOU'], [1.64, 1.78, 'LUCKED'], [2.01, 2.42, 'OUT']]",0.345,2.8985507246376816,"[(0.79, 1.23), (1.24, 1.63), (1.64, 1.78), (2.01, 2.42)]",0.0,0.0,True,DUDE YOU LUCKED OUT
